Response,Breakdown,Demo,Value
Agree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),41
Agree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),127
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),Totals,5473.857
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),Have Personally Used Cannabis for Medical OR Recreational Purposes,1553.218
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),Non User ~ When Last Consumed Cannabis - Personally,3920.639
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),127.942
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),356.302
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),483.16
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),1460.589
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),403.086
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),881.472
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),495.478
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),1140.97
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),*43.551
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),81.306
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,Totals,7927
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,Have Personally Used Cannabis for Medical OR Recreational Purposes,2220
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,Non User ~ When Last Consumed Cannabis - Personally,5707
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),250
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),718
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),971
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),2729
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),510
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),1152
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),450
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),1001
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),39
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),107
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,Totals,17.283
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,Have Personally Used Cannabis for Medical OR Recreational Purposes,19.394
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,Non User ~ When Last Consumed Cannabis - Personally,19.005
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),26.294
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),18.367
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),19.257
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),19.9
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),22.02
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),19.084
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),16.754
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),18.212
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),19.334
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),17.465
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,Totals,100
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,Have Personally Used Cannabis for Medical OR Recreational Purposes,28.375
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,Non User ~ When Last Consumed Cannabis - Personally,71.625
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),2.337
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),6.509
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),8.827
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),26.683
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),7.364
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),16.103
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),9.052
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),20.844
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),0.796
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),1.485
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,Totals,100
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,Have Personally Used Cannabis for Medical OR Recreational Purposes,112
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,Non User ~ When Last Consumed Cannabis - Personally,110
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),152
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),106
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),111
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),115
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),127
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),110
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),97
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),105
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),112
Neutral ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),101
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),Totals,8829.214
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),Have Personally Used Cannabis for Medical OR Recreational Purposes,4655.423
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),Non User ~ When Last Consumed Cannabis - Personally,4173.791
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),277.344
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),329.286
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1456.055
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),1460.993
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),997.744
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),867.48
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1783.957
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),1399.14
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),140.325
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Audience(000),(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),116.892
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,Totals,12542
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,Have Personally Used Cannabis for Medical OR Recreational Purposes,6528
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,Non User ~ When Last Consumed Cannabis - Personally,6014
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),673
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),618
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),2749
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),2702
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1372
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),1252
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1536
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),1276
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),198
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Resps,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),166
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,Totals,27.878
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,Have Personally Used Cannabis for Medical OR Recreational Purposes,58.129
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,Non User ~ When Last Consumed Cannabis - Personally,20.233
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),56.999
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),16.974
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),58.033
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),19.906
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),54.505
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),18.781
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),60.321
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),22.332
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),62.295
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Col,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),25.11
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,Totals,100
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,Have Personally Used Cannabis for Medical OR Recreational Purposes,52.728
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,Non User ~ When Last Consumed Cannabis - Personally,47.273
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),3.141
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),3.73
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),16.491
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),16.547
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),11.3
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),9.825
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),20.205
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),15.847
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1.589
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , %Row,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),1.324
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,Totals,100
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,Have Personally Used Cannabis for Medical OR Recreational Purposes,209
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,Non User ~ When Last Consumed Cannabis - Personally,73
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),204
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),61
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),208
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),71
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),196
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),67
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),216
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),80
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),223
Disagree ~ I'm concerned that people would consume cannabis in excess after legalization. , Index,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),90
Agree ~ There will be more cannabis products available after legalization. , Audience(000),Totals,21766.396
Agree ~ There will be more cannabis products available after legalization. , Audience(000),Have Personally Used Cannabis for Medical OR Recreational Purposes,6229.843
Agree ~ There will be more cannabis products available after legalization. , Audience(000),Non User ~ When Last Consumed Cannabis - Personally,15536.555
Agree ~ There will be more cannabis products available after legalization. , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),395.077
Agree ~ There will be more cannabis products available after legalization. , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),1413.998
Agree ~ There will be more cannabis products available after legalization. , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1885.656
Agree ~ There will be more cannabis products available after legalization. , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),5479.706
Agree ~ There will be more cannabis products available after legalization. , Audience(000),(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1368.997
Agree ~ There will be more cannabis products available after legalization. , Audience(000),(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),3535.388
Agree ~ There will be more cannabis products available after legalization. , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),2401.856
Agree ~ There will be more cannabis products available after legalization. , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),4786.202
Agree ~ There will be more cannabis products available after legalization. , Audience(000),(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),178.257
Agree ~ There will be more cannabis products available after legalization. , Audience(000),(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),321.261
Agree ~ There will be more cannabis products available after legalization. , Resps,Totals,31214
Agree ~ There will be more cannabis products available after legalization. , Resps,Have Personally Used Cannabis for Medical OR Recreational Purposes,8786
Agree ~ There will be more cannabis products available after legalization. , Resps,Non User ~ When Last Consumed Cannabis - Personally,22428
Agree ~ There will be more cannabis products available after legalization. , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),903
Agree ~ There will be more cannabis products available after legalization. , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),2832
Agree ~ There will be more cannabis products available after legalization. , Resps,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),3688
Agree ~ There will be more cannabis products available after legalization. , Resps,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),10080
Agree ~ There will be more cannabis products available after legalization. , Resps,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1911
Agree ~ There will be more cannabis products available after legalization. , Resps,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),4758
Agree ~ There will be more cannabis products available after legalization. , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),2040
Agree ~ There will be more cannabis products available after legalization. , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),4226
Agree ~ There will be more cannabis products available after legalization. , Resps,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),244
Agree ~ There will be more cannabis products available after legalization. , Resps,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),532
Agree ~ There will be more cannabis products available after legalization. , %Col,Totals,68.726
Agree ~ There will be more cannabis products available after legalization. , %Col,Have Personally Used Cannabis for Medical OR Recreational Purposes,77.787
Agree ~ There will be more cannabis products available after legalization. , %Col,Non User ~ When Last Consumed Cannabis - Personally,75.314
Agree ~ There will be more cannabis products available after legalization. , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),81.196
Agree ~ There will be more cannabis products available after legalization. , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),72.89
Agree ~ There will be more cannabis products available after legalization. , %Col,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),75.155
Agree ~ There will be more cannabis products available after legalization. , %Col,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),74.66
Agree ~ There will be more cannabis products available after legalization. , %Col,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),74.786
Agree ~ There will be more cannabis products available after legalization. , %Col,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),76.54
Agree ~ There will be more cannabis products available after legalization. , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),81.214
Agree ~ There will be more cannabis products available after legalization. , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),76.395
Agree ~ There will be more cannabis products available after legalization. , %Col,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),79.135
Agree ~ There will be more cannabis products available after legalization. , %Col,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),69.01
Agree ~ There will be more cannabis products available after legalization. , %Row,Totals,100
Agree ~ There will be more cannabis products available after legalization. , %Row,Have Personally Used Cannabis for Medical OR Recreational Purposes,28.621
Agree ~ There will be more cannabis products available after legalization. , %Row,Non User ~ When Last Consumed Cannabis - Personally,71.379
Agree ~ There will be more cannabis products available after legalization. , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1.815
